t,mode,dist,speed,cmd_speed,x,y
17.717,1,22.142,15.126,0.000,776.55,432.64
17.733,1,22.039,6.626,0.000,776.44,432.64
17.750,1,21.995,2.861,0.000,776.39,432.64
17.767,1,21.976,1.227,0.000,776.37,432.64
17.783,1,21.968,0.525,0.000,776.36,432.64
17.800,1,21.965,0.224,0.000,776.36,432.64
17.817,1,21.963,0.096,0.000,776.36,432.64
17.833,1,21.963,0.041,0.000,776.36,432.64
17.850,1,21.962,0.017,0.000,776.36,432.64
17.867,1,21.962,0.007,0.000,776.36,432.64
17.883,1,21.962,0.003,0.000,776.36,432.64
17.900,1,21.962,0.001,0.000,776.36,432.64
17.917,1,21.962,0.001,0.000,776.36,432.64
17.933,1,21.962,0.000,0.000,776.36,432.64
17.950,1,21.962,0.000,0.000,776.36,432.64
17.967,1,21.962,0.000,0.000,776.36,432.64
17.983,1,21.962,0.000,0.000,776.36,432.64
18.000,1,21.962,0.000,0.000,776.36,432.64
18.017,1,21.962,0.000,0.000,776.36,432.64
18.033,1,21.962,0.000,0.000,776.36,432.64
18.050,1,21.962,0.000,0.000,776.36,432.64
18.067,1,21.962,0.000,0.000,776.36,432.64
18.083,1,21.962,0.000,0.000,776.36,432.64
18.100,1,21.962,0.000,0.000,776.36,432.64
18.117,1,21.962,0.000,0.000,776.36,432.64
18.133,1,21.962,0.000,0.000,776.36,432.64
18.150,1,21.962,0.000,0.000,776.36,432.64
18.167,1,21.962,0.000,0.000,776.36,432.64
18.183,1,21.962,0.000,0.000,776.36,432.64
18.200,1,21.962,0.000,0.000,776.36,432.64
18.217,1,21.962,0.000,0.000,776.36,432.64
18.233,1,21.962,0.000,0.000,776.36,432.64
18.250,1,21.962,0.000,0.000,776.36,432.64
18.267,1,21.962,0.000,0.000,776.36,432.64
18.283,1,21.962,0.000,0.000,776.36,432.64
18.300,1,21.962,0.000,0.000,776.36,432.64
18.317,1,21.962,0.000,0.000,776.36,432.64
18.333,1,21.962,0.000,0.000,776.36,432.64
18.350,1,21.962,0.000,0.000,776.36,432.64
18.367,1,21.962,0.000,0.000,776.36,432.64
18.383,1,21.962,0.000,0.000,776.36,432.64
18.400,1,21.962,0.000,0.000,776.36,432.64
18.417,1,21.855,6.962,900.000,776.24,432.64
18.433,1,21.700,10.036,900.000,776.07,432.64
18.450,1,21.527,11.182,900.000,775.89,432.64
18.467,1,21.351,11.393,900.000,775.70,432.64
18.483,1,21.179,11.175,900.000,775.51,432.64
18.500,1,21.013,10.782,900.000,775.33,432.64
18.517,1,20.854,10.335,900.000,775.16,432.64
18.533,1,20.701,9.887,900.000,774.99,432.64
18.550,1,20.556,9.459,900.000,774.84,432.64
18.567,1,20.416,9.059,900.000,774.69,432.64
18.583,1,20.283,8.688,900.000,774.54,432.64
18.600,1,20.154,8.342,900.000,774.40,432.64
18.617,1,20.031,8.021,900.000,774.27,432.64
18.633,1,19.913,7.722,900.000,774.14,432.64
18.650,1,19.798,7.441,900.000,774.02,432.64
18.667,1,19.688,7.179,900.000,773.90,432.64
18.683,1,19.582,6.932,900.000,773.78,432.64
18.700,1,19.479,6.699,900.000,773.67,432.64
18.717,1,19.380,6.479,900.000,773.56,432.64
18.733,1,19.283,6.271,900.000,773.46,432.64
18.750,1,19.190,6.074,900.000,773.36,432.64
18.767,1,19.100,5.887,900.000,773.26,432.64
18.783,1,19.013,5.709,900.000,773.16,432.64
18.800,1,18.928,5.540,900.000,773.07,432.64
18.817,1,18.845,5.378,900.000,772.98,432.64
18.833,1,18.765,5.224,900.000,772.89,432.64
18.850,1,18.688,5.077,900.000,772.81,432.64
18.867,1,18.612,4.936,900.000,772.73,432.64
18.883,1,18.539,4.801,900.000,772.65,432.64
18.900,1,18.467,4.671,900.000,772.57,432.64
18.917,1,18.398,4.547,900.000,772.49,432.64
18.933,1,18.330,4.428,900.000,772.42,432.64
18.950,1,18.264,4.313,900.000,772.35,432.64
18.967,1,18.200,4.203,900.000,772.28,432.64
18.983,1,18.137,4.096,900.000,772.21,432.64
19.000,1,18.076,3.994,900.000,772.14,432.64
19.017,1,18.017,3.895,900.000,772.08,432.64
19.033,1,17.959,3.800,900.000,772.01,432.64
19.050,1,17.902,3.708,900.000,771.95,432.64
19.067,1,17.847,3.620,900.000,771.89,432.64
19.083,1,17.793,3.534,900.000,771.83,432.64
19.100,1,17.740,3.451,900.000,771.78,432.64
19.117,1,17.689,3.371,900.000,771.72,432.64
19.133,1,17.639,3.293,900.000,771.66,432.64
19.150,1,17.590,3.218,900.000,771.61,432.64
19.167,1,17.542,3.145,900.000,771.56,432.64
19.183,1,17.495,3.074,900.000,771.51,432.64
19.200,1,17.449,3.006,900.000,771.46,432.64
19.217,1,17.442,0.451,0.000,771.45,432.64
19.233,1,17.441,0.068,0.000,771.45,432.64
19.250,1,17.441,0.010,0.000,771.45,432.64
19.267,1,17.441,0.002,0.000,771.45,432.64
19.283,1,17.441,0.000,0.000,771.45,432.64
19.300,1,17.441,0.000,0.000,771.45,432.64
19.317,1,17.441,0.000,0.000,771.45,432.64
19.333,1,17.441,0.000,0.000,771.45,432.64
19.350,1,17.441,0.000,0.000,771.45,432.64
19.367,1,17.441,0.000,0.000,771.45,432.64
19.383,1,17.441,0.000,0.000,771.45,432.64
19.400,1,17.441,0.000,0.000,771.45,432.64
19.417,1,17.441,0.000,0.000,771.45,432.64
19.433,1,17.441,0.000,0.000,771.45,432.64
19.450,1,17.441,0.000,0.000,771.45,432.64
19.467,1,17.441,0.000,0.000,771.45,432.64
19.483,1,17.441,0.000,0.000,771.45,432.64
19.500,1,17.441,0.000,0.000,771.45,432.64
19.517,1,17.441,0.000,0.000,771.45,432.64
19.533,1,17.441,0.000,0.000,771.45,432.64
19.550,1,17.441,0.000,0.000,771.45,432.64
19.567,1,17.441,0.000,0.000,771.45,432.64
19.583,1,17.441,0.000,0.000,771.45,432.64
19.600,1,17.441,0.000,0.000,771.45,432.64
19.617,1,17.441,0.000,0.000,771.45,432.64
19.633,1,17.441,0.000,0.000,771.45,432.64
19.650,1,17.404,2.441,900.000,771.41,432.64
19.667,1,17.361,2.795,900.000,771.36,432.64
19.683,1,17.318,2.801,900.000,771.31,432.64
19.700,1,17.276,2.751,900.000,771.27,432.64
19.717,1,17.235,2.694,900.000,771.22,432.64
19.733,1,17.195,2.637,900.000,771.18,432.64
19.750,1,17.156,2.581,900.000,771.14,432.64
19.767,1,17.117,2.527,900.000,771.09,432.64
19.783,1,17.080,2.474,900.000,771.05,432.64
19.800,1,17.043,2.423,900.000,771.01,432.64
19.817,1,17.007,2.373,900.000,770.97,432.64
19.833,1,16.971,2.324,900.000,770.93,432.64
19.850,1,16.937,2.277,900.000,770.90,432.64
19.867,1,16.903,2.231,900.000,770.86,432.64
19.883,1,16.870,2.186,900.000,770.82,432.64
19.900,1,16.837,2.142,900.000,770.79,432.64
19.917,1,16.805,2.099,900.000,770.75,432.64
19.933,1,16.774,2.058,900.000,770.72,432.64
19.950,1,16.743,2.017,900.000,770.68,432.64
19.967,1,16.713,1.977,900.000,770.65,432.64
19.983,1,16.683,1.939,900.000,770.62,432.64
20.000,1,16.655,1.901,900.000,770.59,432.64
20.017,1,16.626,1.864,900.000,770.56,432.64
20.033,1,16.598,1.828,900.000,770.53,432.64
20.050,1,16.571,1.793,900.000,770.50,432.64
20.067,1,16.544,1.759,900.000,770.47,432.64
20.083,1,16.518,1.726,900.000,770.44,432.64
20.100,1,16.493,1.693,900.000,770.41,432.64
20.117,1,16.467,1.661,900.000,770.38,432.64
20.133,1,16.443,1.630,900.000,770.35,432.64
20.150,1,16.418,1.599,900.000,770.33,432.64
20.167,1,16.394,1.569,900.000,770.30,432.64
20.183,1,16.371,1.540,900.000,770.28,432.64
20.200,1,16.348,1.512,900.000,770.25,432.64
20.217,1,16.326,1.484,900.000,770.23,432.64
20.233,1,16.303,1.457,900.000,770.20,432.64
20.250,1,16.282,1.430,900.000,770.18,432.64
20.267,1,16.260,1.404,900.000,770.15,432.64
20.283,1,16.239,1.378,900.000,770.13,432.64
20.300,1,16.219,1.353,900.000,770.11,432.64
20.317,1,16.199,1.329,900.000,770.09,432.64
20.333,1,16.179,1.305,900.000,770.07,432.64
20.350,1,16.159,1.282,900.000,770.04,432.64
20.367,1,16.140,1.259,900.000,770.02,432.64
20.383,1,16.122,1.236,900.000,770.00,432.64
20.400,1,16.103,1.214,900.000,769.98,432.64
20.417,1,16.085,1.193,900.000,769.96,432.64
20.433,1,16.067,1.171,900.000,769.94,432.64
20.450,1,16.050,1.151,900.000,769.92,432.64
20.467,1,16.033,1.130,900.000,769.90,432.64
20.483,1,16.016,1.111,900.000,769.89,432.64
20.500,1,15.999,1.091,900.000,769.87,432.64
20.517,1,15.983,1.072,900.000,769.85,432.64
20.533,1,15.967,1.053,900.000,769.83,432.64
20.550,1,15.951,1.035,900.000,769.82,432.64
20.567,1,15.936,1.017,900.000,769.80,432.64
20.583,1,15.935,0.058,0.000,769.80,432.64
20.600,1,15.935,0.003,0.000,769.80,432.64
20.617,1,15.935,0.000,0.000,769.80,432.64
20.633,1,15.935,0.000,0.000,769.80,432.64
20.650,1,15.935,0.000,0.000,769.80,432.64
20.667,1,15.935,0.000,0.000,769.80,432.64
20.683,1,15.935,0.000,0.000,769.80,432.64
20.700,1,15.935,0.000,0.000,769.80,432.64
20.717,1,15.935,0.000,0.000,769.80,432.64
20.733,1,15.935,0.000,0.000,769.80,432.64
20.750,1,15.935,0.000,0.000,769.80,432.64
20.767,1,15.935,0.000,0.000,769.80,432.64
20.783,1,15.935,0.000,0.000,769.80,432.64
20.800,1,15.935,0.000,0.000,769.80,432.64
20.817,1,15.935,0.000,0.000,769.80,432.64
20.833,1,15.935,0.000,0.000,769.80,432.64
20.850,1,15.935,0.000,0.000,769.80,432.64
20.867,1,15.935,0.000,0.000,769.80,432.64
20.883,1,15.935,0.000,0.000,769.80,432.64
20.900,1,15.935,0.000,0.000,769.80,432.64
20.917,1,15.935,0.000,0.000,769.80,432.64
20.933,1,15.935,0.000,0.000,769.80,432.64
20.950,1,15.935,0.000,0.000,769.80,432.64
20.967,1,15.935,0.000,0.000,769.80,432.64
20.983,1,15.935,0.000,0.000,769.80,432.64
21.000,1,15.935,0.000,0.000,769.80,432.64
21.017,1,15.935,0.000,0.000,769.80,432.64
21.033,1,15.935,0.000,0.000,769.80,432.64
21.050,1,15.935,0.000,0.000,769.80,432.64
21.067,1,15.935,0.000,0.000,769.80,432.64
21.083,1,15.935,0.000,0.000,769.80,432.64
21.100,1,15.935,0.000,0.000,769.80,432.64
21.117,1,15.935,0.000,0.000,769.80,432.64
21.133,1,15.935,0.000,0.000,769.80,432.64
21.150,1,15.935,0.000,0.000,769.80,432.64
21.167,1,15.935,0.000,0.000,769.80,432.64
21.183,1,15.935,0.000,0.000,769.80,432.64
21.200,1,15.935,0.000,0.000,769.80,432.64
21.217,1,15.935,0.000,0.000,769.80,432.64
21.233,1,15.935,0.000,0.000,769.80,432.64
21.250,1,15.935,0.000,0.000,769.80,432.64
21.267,1,15.935,0.000,0.000,769.80,432.64
21.283,1,15.935,0.000,0.000,769.80,432.64
21.300,1,15.935,0.000,0.000,769.80,432.64
21.317,1,15.935,0.000,0.000,769.80,432.64
21.333,1,15.935,0.000,0.000,769.80,432.64
21.350,1,15.935,0.000,0.000,769.80,432.64
21.367,1,15.935,0.000,0.000,769.80,432.64
21.383,1,15.935,0.000,0.000,769.80,432.64
21.400,1,15.935,0.000,0.000,769.80,432.64
21.417,1,15.935,0.000,0.000,769.80,432.64
21.433,1,15.935,0.000,0.000,769.80,432.64
21.450,1,15.935,0.000,0.000,769.80,432.64
21.467,1,15.935,0.000,0.000,769.80,432.64
21.483,1,15.935,0.000,0.000,769.80,432.64
21.500,1,15.935,0.000,0.000,769.80,432.64
21.517,1,15.935,0.000,0.000,769.80,432.64
21.533,1,15.935,0.000,0.000,769.80,432.64
21.550,1,15.935,0.000,0.000,769.80,432.64
21.567,1,15.935,0.000,0.000,769.80,432.64
21.583,1,15.935,0.000,0.000,769.80,432.64
21.600,1,15.935,0.000,0.000,769.80,432.64
21.617,1,15.935,0.000,0.000,769.80,432.64
21.633,1,15.935,0.000,0.000,769.80,432.64
21.650,1,15.935,0.000,0.000,769.80,432.64
21.667,1,15.935,0.000,0.000,769.80,432.64
21.683,1,15.935,0.000,0.000,769.80,432.64
21.700,1,15.935,0.000,0.000,769.80,432.64
21.717,1,15.935,0.000,0.000,769.80,432.64
21.733,1,15.935,0.000,0.000,769.80,432.64
21.750,1,15.935,0.000,0.000,769.80,432.64
21.767,1,15.935,0.000,0.000,769.80,432.64
21.783,1,15.935,0.000,0.000,769.80,432.64
21.800,1,15.935,0.000,0.000,769.80,432.64
21.817,1,15.935,0.000,0.000,769.80,432.64
21.833,1,15.935,0.000,0.000,769.80,432.64
21.850,1,15.935,0.000,0.000,769.80,432.64
21.867,1,15.935,0.000,0.000,769.80,432.64
21.883,1,15.935,0.000,0.000,769.80,432.64
21.900,1,15.935,0.000,0.000,769.80,432.64
21.917,1,15.935,0.000,0.000,769.80,432.64
21.933,1,15.935,0.000,0.000,769.80,432.64
21.950,1,15.935,0.000,0.000,769.80,432.64
21.967,1,15.935,0.000,0.000,769.80,432.64
21.983,1,15.935,0.000,0.000,769.80,432.64
22.000,1,15.935,0.000,0.000,769.80,432.64
22.017,1,15.935,0.000,0.000,769.80,432.64
22.033,1,15.935,0.000,0.000,769.80,432.64
22.050,1,15.935,0.000,0.000,769.80,432.64
22.067,1,15.935,0.000,0.000,769.80,432.64
22.083,1,15.935,0.000,0.000,769.80,432.64
22.100,1,15.935,0.000,0.000,769.80,432.64
22.117,1,15.935,0.000,0.000,769.80,432.64
22.133,1,15.935,0.000,0.000,769.80,432.64
22.150,1,15.935,0.000,0.000,769.80,432.64
22.167,1,15.935,0.000,0.000,769.80,432.64
22.183,1,15.935,0.000,0.000,769.80,432.64
22.200,1,15.935,0.000,0.000,769.80,432.64
22.217,1,15.935,0.000,0.000,769.80,432.64
22.233,1,15.935,0.000,0.000,769.80,432.64
22.250,1,15.935,0.000,0.000,769.80,432.64
22.267,1,15.935,0.000,0.000,769.80,432.64
22.283,1,15.935,0.000,0.000,769.80,432.64
22.300,1,15.935,0.000,0.000,769.80,432.64
22.317,1,15.935,0.000,0.000,769.80,432.64
22.333,1,15.935,0.000,0.000,769.80,432.64
22.350,1,15.935,0.000,0.000,769.80,432.64
22.367,1,15.935,0.000,0.000,769.80,432.64
22.383,1,15.935,0.000,0.000,769.80,432.64
22.400,1,15.935,0.000,0.000,769.80,432.64
22.417,1,15.935,0.000,0.000,769.80,432.64
22.433,1,15.935,0.000,0.000,769.80,432.64
22.450,1,15.935,0.000,0.000,769.80,432.64
22.467,1,15.935,0.000,0.000,769.80,432.64
22.483,1,15.935,0.000,0.000,769.80,432.64
22.500,1,15.935,0.000,0.000,769.80,432.64
22.517,1,15.935,0.000,0.000,769.80,432.64
22.533,1,15.935,0.000,0.000,769.80,432.64
22.550,1,15.935,0.000,0.000,769.80,432.64
22.567,1,15.935,0.000,0.000,769.80,432.64
22.583,1,15.935,0.000,0.000,769.80,432.64
22.600,1,15.935,0.000,0.000,769.80,432.64
22.617,1,15.935,0.000,0.000,769.80,432.64
22.633,1,15.935,0.000,0.000,769.80,432.64
22.650,1,15.935,0.000,0.000,769.80,432.64
22.667,1,15.935,0.000,0.000,769.80,432.64
22.683,1,15.935,0.000,0.000,769.80,432.64
22.700,1,15.935,0.000,0.000,769.80,432.64
22.717,1,15.935,0.000,0.000,769.80,432.64
22.733,1,15.935,0.000,0.000,769.80,432.64
22.750,1,15.935,0.000,0.000,769.80,432.64
22.767,1,15.935,0.000,0.000,769.80,432.64
22.783,1,15.935,0.000,0.000,769.80,432.64
22.800,1,15.935,0.000,0.000,769.80,432.64
22.817,1,15.935,0.000,0.000,769.80,432.64
22.833,1,15.935,0.000,0.000,769.80,432.64
22.850,1,15.935,0.000,0.000,769.80,432.64
22.867,1,15.935,0.000,0.000,769.80,432.64
22.883,1,15.935,0.000,0.000,769.80,432.64
22.900,1,15.935,0.000,0.000,769.80,432.64
22.917,1,15.935,0.000,0.000,769.80,432.64
22.933,1,15.935,0.000,0.000,769.80,432.64
22.950,1,15.935,0.000,0.000,769.80,432.64
22.967,1,15.935,0.000,0.000,769.80,432.64
22.983,1,15.935,0.000,0.000,769.80,432.64
23.000,1,15.935,0.000,0.000,769.80,432.64
23.017,1,15.935,0.000,0.000,769.80,432.64
23.033,1,15.935,0.000,0.000,769.80,432.64
23.050,1,15.935,0.000,0.000,769.80,432.64
23.067,1,15.935,0.000,0.000,769.80,432.64
23.083,1,15.935,0.000,0.000,769.80,432.64
23.100,1,15.935,0.000,0.000,769.80,432.64
23.117,1,15.935,0.000,0.000,769.80,432.64
23.133,1,15.935,0.000,0.000,769.80,432.64
23.150,1,15.935,0.000,0.000,769.80,432.64
23.167,1,15.935,0.000,0.000,769.80,432.64
23.183,1,15.935,0.000,0.000,769.80,432.64
23.200,1,15.935,0.000,0.000,769.80,432.64
23.217,1,15.935,0.000,0.000,769.80,432.64
23.233,1,15.935,0.000,0.000,769.80,432.64
23.250,1,15.935,0.000,0.000,769.80,432.64
23.267,1,15.935,0.000,0.000,769.80,432.64
23.283,1,15.935,0.000,0.000,769.80,432.64
23.300,1,15.935,0.000,0.000,769.80,432.64
23.317,1,15.935,0.000,0.000,769.80,432.64
23.333,1,15.935,0.000,0.000,769.80,432.64
23.350,1,15.935,0.000,0.000,769.80,432.64
23.367,1,15.935,0.000,0.000,769.80,432.64
23.383,1,15.935,0.000,0.000,769.80,432.64
23.400,1,15.935,0.000,0.000,769.80,432.64
23.417,1,15.935,0.000,0.000,769.80,432.64
23.433,1,15.935,0.000,0.000,769.80,432.64
23.450,1,15.935,0.000,0.000,769.80,432.64
23.467,1,15.935,0.000,0.000,769.80,432.64
23.483,1,15.935,0.000,0.000,769.80,432.64
23.500,1,15.935,0.000,0.000,769.80,432.64
23.517,1,15.935,0.000,0.000,769.80,432.64
23.533,1,15.935,0.000,0.000,769.80,432.64
23.550,1,15.935,0.000,0.000,769.80,432.64
23.567,1,15.935,0.000,0.000,769.80,432.64
23.583,1,15.935,0.000,0.000,769.80,432.64
23.600,1,15.935,0.000,0.000,769.80,432.64
23.617,1,15.935,0.000,0.000,769.80,432.64
23.633,1,15.935,0.000,0.000,769.80,432.64
23.650,1,15.935,0.000,0.000,769.80,432.64
23.667,1,15.935,0.000,0.000,769.80,432.64
23.683,1,15.935,0.000,0.000,769.80,432.64
23.700,1,15.935,0.000,0.000,769.80,432.64
23.717,1,15.935,0.000,0.000,769.80,432.64
23.733,1,15.935,0.000,0.000,769.80,432.64
23.750,1,15.935,0.000,0.000,769.80,432.64
23.767,1,15.935,0.000,0.000,769.80,432.64
23.783,1,15.935,0.000,0.000,769.80,432.64
23.800,1,15.935,0.000,0.000,769.80,432.64
23.817,1,15.935,0.000,0.000,769.80,432.64
23.833,1,15.935,0.000,0.000,769.80,432.64
23.850,1,15.935,0.000,0.000,769.80,432.64
23.867,1,15.935,0.000,0.000,769.80,432.64
23.883,1,15.935,0.000,0.000,769.80,432.64
23.900,1,15.935,0.000,0.000,769.80,432.64
23.917,1,15.935,0.000,0.000,769.80,432.64
23.933,1,15.935,0.000,0.000,769.80,432.64
23.950,1,15.935,0.000,0.000,769.80,432.64
23.967,1,15.935,0.000,0.000,769.80,432.64
23.983,1,15.935,0.000,0.000,769.80,432.64
24.000,1,15.935,0.000,0.000,769.80,432.64
24.017,1,15.935,0.000,0.000,769.80,432.64
24.033,1,15.935,0.000,0.000,769.80,432.64
24.050,1,15.935,0.000,0.000,769.80,432.64
24.067,1,15.935,0.000,0.000,769.80,432.64
24.083,1,15.935,0.000,0.000,769.80,432.64
24.100,1,15.935,0.000,0.000,769.80,432.64
24.117,1,15.935,0.000,0.000,769.80,432.64
24.133,1,15.935,0.000,0.000,769.80,432.64
24.150,1,15.935,0.000,0.000,769.80,432.64
24.167,1,15.935,0.000,0.000,769.80,432.64
24.183,1,15.935,0.000,0.000,769.80,432.64
24.200,1,15.935,0.000,0.000,769.80,432.64
24.217,1,15.935,0.000,0.000,769.80,432.64
24.233,1,15.935,0.000,0.000,769.80,432.64
24.250,1,15.935,0.000,0.000,769.80,432.64
24.267,1,15.935,0.000,0.000,769.80,432.64
24.283,1,15.935,0.000,0.000,769.80,432.64
24.300,1,15.935,0.000,0.000,769.80,432.64
24.317,1,15.935,0.000,0.000,769.80,432.64
24.333,1,15.935,0.000,0.000,769.80,432.64
24.350,1,15.935,0.000,0.000,769.80,432.64
24.367,1,15.935,0.000,0.000,769.80,432.64
24.383,1,15.935,0.000,0.000,769.80,432.64
24.400,1,15.935,0.000,0.000,769.80,432.64
24.417,1,15.935,0.000,0.000,769.80,432.64
24.433,1,15.935,0.000,0.000,769.80,432.64
24.450,1,15.935,0.000,0.000,769.80,432.64
24.467,1,15.935,0.000,0.000,769.80,432.64
24.483,1,15.935,0.000,0.000,769.80,432.64
24.500,1,15.935,0.000,0.000,769.80,432.64
24.517,1,15.935,0.000,0.000,769.80,432.64
24.533,1,15.935,0.000,0.000,769.80,432.64
24.550,1,15.935,0.000,0.000,769.80,432.64
24.567,1,15.935,0.000,0.000,769.80,432.64
24.583,1,15.935,0.000,0.000,769.80,432.64
24.600,1,15.935,0.000,0.000,769.80,432.64
24.617,1,15.935,0.000,0.000,769.80,432.64
24.633,1,15.935,0.000,0.000,769.80,432.64
24.650,1,15.935,0.000,0.000,769.80,432.64
24.667,1,15.935,0.000,0.000,769.80,432.64
24.683,1,15.935,0.000,0.000,769.80,432.64
24.700,1,15.935,0.000,0.000,769.80,432.64
24.717,1,15.935,0.000,0.000,769.80,432.64
24.733,1,15.935,0.000,0.000,769.80,432.64
24.750,1,15.935,0.000,0.000,769.80,432.64
24.767,1,15.935,0.000,0.000,769.80,432.64
24.783,1,15.935,0.000,0.000,769.80,432.64
24.800,1,15.935,0.000,0.000,769.80,432.64
24.817,1,15.935,0.000,0.000,769.80,432.64
24.833,1,15.935,0.000,0.000,769.80,432.64
24.850,1,15.935,0.000,0.000,769.80,432.64
24.867,1,15.935,0.000,0.000,769.80,432.64
24.883,1,15.935,0.000,0.000,769.80,432.64
24.900,1,15.935,0.000,0.000,769.80,432.64
24.917,1,15.935,0.000,0.000,769.80,432.64
24.933,1,15.935,0.000,0.000,769.80,432.64
24.950,1,15.935,0.000,0.000,769.80,432.64
24.967,1,15.935,0.000,0.000,769.80,432.64
24.983,1,15.935,0.000,0.000,769.80,432.64
25.000,1,15.935,0.000,0.000,769.80,432.64
25.017,1,15.935,0.000,0.000,769.80,432.64
25.033,1,15.935,0.000,0.000,769.80,432.64
25.050,1,15.935,0.000,0.000,769.80,432.64
25.067,1,15.935,0.000,0.000,769.80,432.64
25.083,1,15.935,0.000,0.000,769.80,432.64
25.100,1,15.935,0.000,0.000,769.80,432.64
25.117,1,15.935,0.000,0.000,769.80,432.64
25.133,1,15.935,0.000,0.000,769.80,432.64
25.150,1,15.935,0.000,0.000,769.80,432.64
25.167,1,15.935,0.000,0.000,769.80,432.64
25.183,1,15.935,0.000,0.000,769.80,432.64
25.200,1,15.935,0.000,0.000,769.80,432.64
25.217,1,15.935,0.000,0.000,769.80,432.64
25.233,1,15.935,0.000,0.000,769.80,432.64
25.250,1,15.935,0.000,0.000,769.80,432.64
25.267,1,15.935,0.000,0.000,769.80,432.64
25.283,1,15.935,0.000,0.000,769.80,432.64
25.300,1,15.935,0.000,0.000,769.80,432.64
25.317,1,15.935,0.000,0.000,769.80,432.64
25.333,1,15.935,0.000,0.000,769.80,432.64
25.350,1,15.935,0.000,0.000,769.80,432.64
25.367,1,15.935,0.000,0.000,769.80,432.64
25.383,1,15.935,0.000,0.000,769.80,432.64
25.400,1,15.935,0.000,0.000,769.80,432.64
25.417,1,15.935,0.000,0.000,769.80,432.64
25.433,1,15.935,0.000,0.000,769.80,432.64
25.450,1,15.935,0.000,0.000,769.80,432.64
25.467,1,15.935,0.000,0.000,769.80,432.64
25.483,1,15.935,0.000,0.000,769.80,432.64
25.500,1,15.935,0.000,0.000,769.80,432.64
25.517,1,15.935,0.000,0.000,769.80,432.64
25.533,1,15.935,0.000,0.000,769.80,432.64
25.550,1,15.935,0.000,0.000,769.80,432.64
25.567,1,15.935,0.000,0.000,769.80,432.64
25.583,1,15.935,0.000,0.000,769.80,432.64
25.600,1,15.935,0.000,0.000,769.80,432.64
25.617,1,15.935,0.000,0.000,769.80,432.64
25.633,1,15.935,0.000,0.000,769.80,432.64
25.650,1,15.935,0.000,0.000,769.80,432.64
25.667,1,15.935,0.000,0.000,769.80,432.64
25.683,1,15.935,0.000,0.000,769.80,432.64
25.700,1,15.935,0.000,0.000,769.80,432.64
25.717,1,15.935,0.000,0.000,769.80,432.64
25.733,1,15.935,0.000,0.000,769.80,432.64
25.750,1,15.935,0.000,0.000,769.80,432.64
25.767,1,15.935,0.000,0.000,769.80,432.64
25.783,1,15.935,0.000,0.000,769.80,432.64
25.800,1,15.935,0.000,0.000,769.80,432.64
25.817,1,15.935,0.000,0.000,769.80,432.64
25.833,1,15.935,0.000,0.000,769.80,432.64
25.850,1,15.935,0.000,0.000,769.80,432.64
25.867,1,15.935,0.000,0.000,769.80,432.64
25.883,1,15.935,0.000,0.000,769.80,432.64
25.900,1,15.935,0.000,0.000,769.80,432.64
25.917,1,15.935,0.000,0.000,769.80,432.64
25.933,1,15.935,0.000,0.000,769.80,432.64
25.950,1,15.935,0.000,0.000,769.80,432.64
25.967,1,15.935,0.000,0.000,769.80,432.64
25.983,1,15.935,0.000,0.000,769.80,432.64
26.000,1,15.935,0.000,0.000,769.80,432.64
26.017,1,15.935,0.000,0.000,769.80,432.64
26.033,1,15.935,0.000,0.000,769.80,432.64
26.050,1,15.935,0.000,0.000,769.80,432.64
26.067,1,15.935,0.000,0.000,769.80,432.64
26.083,1,15.935,0.000,0.000,769.80,432.64
26.100,1,15.935,0.000,0.000,769.80,432.64
26.117,1,15.935,0.000,0.000,769.80,432.64
26.133,1,15.935,0.000,0.000,769.80,432.64
26.150,1,15.935,0.000,0.000,769.80,432.64
26.167,1,15.935,0.000,0.000,769.80,432.64
26.183,1,15.935,0.000,0.000,769.80,432.64
26.200,1,15.935,0.000,0.000,769.80,432.64
26.217,1,15.935,0.000,0.000,769.80,432.64
26.233,1,15.935,0.000,0.000,769.80,432.64
26.250,1,15.935,0.000,0.000,769.80,432.64
26.267,1,15.935,0.000,0.000,769.80,432.64
26.283,1,15.935,0.000,0.000,769.80,432.64
26.300,1,15.935,0.000,0.000,769.80,432.64
26.317,1,15.935,0.000,0.000,769.80,432.64
26.333,1,15.935,0.000,0.000,769.80,432.64
26.350,1,15.935,0.000,0.000,769.80,432.64
26.367,1,15.935,0.000,0.000,769.80,432.64
26.383,1,15.935,0.000,0.000,769.80,432.64
26.400,1,15.935,0.000,0.000,769.80,432.64
26.417,1,15.935,0.000,0.000,769.80,432.64
26.433,1,15.935,0.000,0.000,769.80,432.64
26.450,1,15.935,0.000,0.000,769.80,432.64
26.467,1,15.935,0.000,0.000,769.80,432.64
26.483,1,15.935,0.000,0.000,769.80,432.64
26.500,1,15.935,0.000,0.000,769.80,432.64
26.517,1,15.935,0.000,0.000,769.80,432.64
26.533,1,15.935,0.000,0.000,769.80,432.64
26.550,1,15.935,0.000,0.000,769.80,432.64
26.567,1,15.935,0.000,0.000,769.80,432.64
26.583,1,15.935,0.000,0.000,769.80,432.64
26.600,1,15.935,0.000,0.000,769.80,432.64
26.617,1,15.935,0.000,0.000,769.80,432.64
26.633,1,15.935,0.000,0.000,769.80,432.64
26.650,1,15.935,0.000,0.000,769.80,432.64
