t,mode,dist,speed,cmd_speed,x,y
8.767,1,18.565,4.543,900.000,816.43,190.88
8.783,1,18.626,4.644,900.000,816.43,190.95
8.800,1,18.689,4.749,900.000,816.43,191.03
8.817,1,18.753,4.857,900.000,816.43,191.11
8.833,1,18.819,4.968,900.000,816.43,191.20
8.850,1,18.886,5.084,900.000,816.43,191.28
8.867,1,18.956,5.204,900.000,816.43,191.37
8.883,1,19.026,5.328,900.000,816.43,191.46
8.900,1,19.099,5.456,900.000,816.43,191.55
8.917,1,19.173,5.590,900.000,816.43,191.64
8.933,1,19.249,5.728,900.000,816.43,191.74
8.950,1,19.328,5.872,900.000,816.43,191.84
8.967,1,19.408,6.022,900.000,816.43,191.94
8.983,1,19.490,6.177,900.000,816.43,192.04
9.000,1,19.575,6.340,900.000,816.43,192.14
9.017,1,19.662,6.509,900.000,816.43,192.25
9.033,1,19.751,6.685,900.000,816.43,192.36
9.050,1,19.843,6.869,900.000,816.43,192.48
9.067,1,19.938,7.061,900.000,816.43,192.60
9.083,1,20.035,7.262,900.000,816.43,192.72
9.100,1,20.136,7.473,900.000,816.43,192.84
9.117,1,20.239,7.694,900.000,816.43,192.97
9.133,1,20.346,7.926,900.000,816.43,193.10
9.150,1,20.456,8.170,900.000,816.43,193.24
9.167,1,20.569,8.427,900.000,816.43,193.38
9.183,1,20.686,8.698,900.000,816.43,193.52
9.200,1,20.808,8.984,900.000,816.43,193.67
9.217,1,20.933,9.286,900.000,816.43,193.83
9.233,1,21.063,9.606,900.000,816.43,193.99
9.250,1,21.198,9.946,900.000,816.43,194.15
9.267,1,21.338,10.308,900.000,816.43,194.33
9.283,1,21.483,10.693,900.000,816.43,194.50
9.300,1,21.634,11.105,900.000,816.43,194.69
9.317,1,21.791,11.546,900.000,816.43,194.88
9.333,1,21.955,12.019,900.000,816.43,195.08
9.350,1,22.126,12.528,900.000,816.43,195.29
9.367,1,22.305,13.078,900.000,816.43,195.51
9.383,1,22.492,13.674,900.000,816.43,195.74
9.400,1,22.689,14.323,900.000,816.43,195.98
9.417,1,22.895,15.030,900.000,816.43,196.23
9.433,1,23.113,15.807,900.000,816.43,196.49
9.450,1,23.342,16.662,900.000,816.43,196.77
9.467,1,23.585,17.609,900.000,816.43,197.06
9.483,1,23.844,18.664,900.000,816.43,197.37
9.500,1,24.119,19.847,900.000,816.43,197.70
9.517,1,24.413,21.184,900.000,816.43,198.06
9.533,1,24.729,22.706,900.000,816.43,198.43
9.550,1,25.070,24.456,900.000,816.43,198.84
9.567,1,25.440,26.488,900.000,816.43,199.28
9.583,1,25.845,28.876,900.000,816.43,199.76
9.600,1,26.291,31.722,900.000,816.43,200.29
9.617,1,26.787,35.169,900.000,816.43,200.88
9.633,1,27.344,39.422,900.000,816.43,201.54
9.650,1,27.980,44.786,900.000,816.43,202.28
9.667,1,28.717,51.733,900.000,816.43,203.14
9.683,1,29.590,61.024,900.000,816.43,204.16
9.700,1,30.653,73.945,900.000,816.43,205.39
9.717,1,31.940,88.945,900.000,816.43,206.88
9.733,1,33.453,103.945,900.000,816.43,208.61
9.750,1,35.196,118.945,900.000,816.43,210.59
9.767,1,37.173,133.945,900.000,816.43,212.82
9.783,1,39.388,148.945,900.000,816.43,215.31
9.800,1,41.845,163.945,900.000,816.43,218.04
9.817,1,44.546,178.945,900.000,816.43,221.02
9.833,1,47.494,193.945,900.000,816.43,224.25
9.850,1,50.693,208.945,900.000,816.43,227.74
9.867,1,54.144,223.945,900.000,816.43,231.47
9.883,1,57.849,238.945,900.000,816.43,235.45
9.900,1,61.592,240.000,900.000,816.43,239.45
9.917,1,65.355,240.000,900.000,816.43,243.45
9.933,1,69.135,240.000,900.000,816.43,247.45
9.950,1,71.568,240.000,900.000,816.43,251.45
9.967,1,71.568,240.000,900.000,816.43,255.45
9.983,1,71.568,240.000,900.000,816.43,259.45
10.000,1,71.568,240.000,900.000,816.43,263.45
10.017,1,71.568,240.000,900.000,816.43,267.45
10.033,1,71.568,240.000,900.000,816.43,271.45
10.050,1,71.568,240.000,900.000,816.43,275.45
10.067,1,71.568,240.000,900.000,816.43,279.45
10.083,1,71.568,240.000,900.000,816.43,283.45
10.100,1,71.568,240.000,900.000,816.43,287.45
10.117,1,71.568,240.000,900.000,816.43,291.45
10.133,1,71.568,240.000,900.000,816.43,295.45
10.150,1,71.568,240.000,900.000,816.43,299.45
10.167,1,71.568,240.000,900.000,816.43,303.45
10.183,1,71.568,240.000,900.000,816.43,307.45
10.200,1,71.568,240.000,900.000,816.43,311.45
10.217,1,71.568,240.000,900.000,816.43,315.45
10.233,1,71.568,240.000,900.000,816.43,319.45
10.250,1,71.568,240.000,900.000,816.43,323.45
10.267,1,71.568,240.000,900.000,816.43,327.45
10.283,1,71.568,240.000,900.000,816.43,331.45
10.300,1,71.568,240.000,900.000,816.43,335.45
10.317,1,71.568,240.000,900.000,816.43,339.45
10.333,1,71.568,240.000,900.000,816.43,343.45
10.350,1,71.568,240.000,900.000,816.43,347.45
10.367,1,71.568,240.000,900.000,816.43,351.45
10.383,1,71.055,240.000,900.000,816.43,355.45
10.400,1,69.200,240.000,900.000,816.43,359.45
10.417,1,67.460,240.000,900.000,816.43,363.45
10.433,1,65.842,240.000,900.000,816.43,367.45
10.450,1,64.351,240.000,900.000,816.43,371.45
10.467,1,62.992,240.000,900.000,816.43,375.45
10.483,1,61.772,240.000,900.000,816.43,379.45
10.500,1,60.694,240.000,900.000,816.43,383.45
10.517,1,59.832,220.800,0.000,816.43,387.13
10.533,1,58.853,221.309,900.000,816.18,390.81
10.550,1,57.754,222.829,900.000,815.68,394.49
10.567,1,56.535,225.339,900.000,814.93,398.17
10.583,1,55.198,228.807,900.000,813.93,401.85
10.600,1,53.746,233.190,900.000,812.68,405.53
10.617,1,52.182,238.438,900.000,811.18,409.21
10.633,1,50.544,240.000,900.000,809.46,412.82
10.650,1,48.851,240.000,900.000,807.55,416.34
10.667,1,47.110,240.000,900.000,805.45,419.74
10.683,1,45.331,240.000,900.000,803.18,423.04
10.700,1,43.523,240.000,900.000,800.75,426.21
10.717,1,41.695,240.000,900.000,798.17,429.27
10.733,1,39.856,240.000,900.000,795.45,432.20
10.750,1,38.017,240.000,900.000,792.61,435.02
10.767,1,36.189,240.000,900.000,789.65,437.71
10.783,1,34.382,240.000,900.000,786.59,440.28
10.800,1,32.608,240.000,900.000,783.43,442.73
10.817,1,30.878,240.000,900.000,780.18,445.06
10.833,1,29.205,240.000,900.000,776.85,447.28
10.850,1,27.607,239.230,900.000,773.46,449.38
10.867,1,26.252,211.874,900.000,770.40,451.15
10.883,1,25.200,168.775,900.000,767.92,452.48
10.900,1,24.419,123.860,900.000,766.07,453.38
10.917,1,23.844,86.349,900.000,764.74,453.94
10.933,1,23.413,59.146,900.000,763.81,454.28
10.950,1,23.077,41.187,900.000,763.15,454.46
10.967,1,22.805,30.031,900.000,762.66,454.57
10.983,1,22.573,23.324,900.000,762.28,454.62
11.000,1,22.369,19.307,900.000,761.96,454.64
11.017,1,22.185,16.841,900.000,761.68,454.66
11.033,1,22.014,15.247,900.000,761.42,454.66
11.050,1,21.854,14.142,900.000,761.19,454.67
11.067,1,21.703,13.315,900.000,760.97,454.67
11.083,1,21.559,12.652,900.000,760.76,454.67
11.100,1,21.421,12.091,900.000,760.55,454.67
11.117,1,21.290,11.597,900.000,760.36,454.67
11.133,1,21.164,11.153,900.000,760.17,454.67
11.150,1,21.042,10.746,900.000,760.00,454.67
11.167,1,20.925,10.371,900.000,759.82,454.67
11.183,1,20.813,10.022,900.000,759.66,454.67
11.200,1,20.704,9.696,900.000,759.49,454.67
11.217,1,20.599,9.391,900.000,759.34,454.67
11.233,1,20.497,9.104,900.000,759.19,454.67
11.250,1,20.398,8.833,900.000,759.04,454.67
11.267,1,20.303,8.578,900.000,758.90,454.67
11.283,1,20.210,8.335,900.000,758.76,454.67
11.300,1,20.121,8.106,900.000,758.62,454.67
11.317,1,20.033,7.888,900.000,758.49,454.67
11.333,1,19.948,7.680,900.000,758.36,454.67
11.350,1,19.866,7.482,900.000,758.24,454.67
11.367,1,19.786,7.293,900.000,758.12,454.67
11.383,1,19.707,7.112,900.000,758.00,454.67
11.400,1,19.631,6.940,900.000,757.88,454.67
11.417,1,19.557,6.774,900.000,757.77,454.67
11.433,1,19.485,6.615,900.000,757.66,454.67
11.450,1,19.414,6.463,900.000,757.55,454.67
11.467,1,19.345,6.316,900.000,757.45,454.67
11.483,1,19.278,6.175,900.000,757.34,454.67
11.500,1,19.212,6.039,900.000,757.24,454.67
11.517,1,19.148,5.909,900.000,757.14,454.67
11.533,1,19.086,5.782,900.000,757.05,454.67
11.550,1,19.024,5.661,900.000,756.95,454.67
11.567,1,18.964,5.543,900.000,756.86,454.67
11.583,1,18.906,5.430,900.000,756.77,454.67
11.600,1,18.849,5.320,900.000,756.68,454.67
11.617,1,18.792,5.213,900.000,756.59,454.67
11.633,1,18.737,5.111,900.000,756.51,454.67
11.650,1,18.684,5.011,900.000,756.43,454.67
11.667,1,18.631,4.914,900.000,756.34,454.67
11.683,1,18.579,4.821,900.000,756.26,454.67
11.700,1,18.529,4.730,900.000,756.18,454.67
11.717,1,18.479,4.641,900.000,756.11,454.67
11.733,1,18.431,4.556,900.000,756.03,454.67
11.750,1,18.383,4.472,900.000,755.96,454.67
11.767,1,18.336,4.392,900.000,755.88,454.67
11.783,1,18.290,4.313,900.000,755.81,454.67
11.800,1,18.245,4.236,900.000,755.74,454.67
11.817,1,18.201,4.162,900.000,755.67,454.67
11.833,1,18.158,4.089,900.000,755.60,454.67
11.850,1,18.115,4.019,900.000,755.54,454.67
11.867,1,18.073,3.950,900.000,755.47,454.67
11.883,1,18.032,3.883,900.000,755.41,454.67
11.900,1,17.992,3.817,900.000,755.34,454.67
11.917,1,17.953,3.754,900.000,755.28,454.67
11.933,1,17.914,3.691,900.000,755.22,454.67
11.950,1,17.875,3.631,900.000,755.16,454.67
11.967,1,17.838,3.571,900.000,755.10,454.67
11.983,1,17.801,3.514,900.000,755.04,454.67
12.000,1,17.765,3.457,900.000,754.98,454.67
12.017,1,17.729,3.402,900.000,754.93,454.67
12.033,1,17.694,3.348,900.000,754.87,454.67
12.050,1,17.659,3.295,900.000,754.81,454.67
12.067,1,17.626,3.244,900.000,754.76,454.67
12.083,1,17.592,3.193,900.000,754.71,454.67
12.100,1,17.559,3.144,900.000,754.65,454.67
12.117,1,17.527,3.096,900.000,754.60,454.67
12.133,1,17.495,3.049,900.000,754.55,454.67
12.150,1,17.464,3.003,900.000,754.50,454.67
12.167,1,17.433,2.957,900.000,754.45,454.67
12.183,1,17.403,2.913,900.000,754.40,454.67
12.200,1,17.399,0.429,0.000,754.40,454.67
12.217,1,17.398,0.063,0.000,754.40,454.67
12.233,1,17.398,0.009,0.000,754.40,454.67
12.250,1,17.398,0.001,0.000,754.40,454.67
12.267,1,17.398,0.000,0.000,754.40,454.67
12.283,1,17.398,0.000,0.000,754.40,454.67
12.300,1,17.398,0.000,0.000,754.40,454.67
12.317,1,17.398,0.000,0.000,754.40,454.67
12.333,1,17.423,2.398,900.000,754.44,454.67
12.350,1,17.452,2.810,900.000,754.48,454.67
12.367,1,17.482,2.911,900.000,754.53,454.67
12.383,1,17.513,2.964,900.000,754.58,454.67
12.400,1,17.545,3.010,900.000,754.63,454.67
12.417,1,17.576,3.055,900.000,754.68,454.67
12.433,1,17.609,3.101,900.000,754.73,454.67
12.450,1,17.642,3.148,900.000,754.79,454.67
12.467,1,17.675,3.196,900.000,754.84,454.67
12.483,1,17.709,3.245,900.000,754.89,454.67
12.500,1,17.744,3.295,900.000,754.95,454.67
12.517,1,17.779,3.346,900.000,755.00,454.67
12.533,1,17.814,3.399,900.000,755.06,454.67
12.550,1,17.851,3.452,900.000,755.12,454.67
12.567,1,17.888,3.507,900.000,755.18,454.67
12.583,1,17.925,3.563,900.000,755.24,454.67
12.600,1,17.963,3.620,900.000,755.30,454.67
12.617,1,18.002,3.678,900.000,755.36,454.67
12.633,1,18.041,3.738,900.000,755.42,454.67
12.650,1,18.082,3.799,900.000,755.48,454.67
12.667,1,18.122,3.862,900.000,755.55,454.67
12.683,1,18.164,3.926,900.000,755.61,454.67
12.700,1,18.206,3.992,900.000,755.68,454.67
12.717,1,18.249,4.060,900.000,755.75,454.67
12.733,1,18.293,4.129,900.000,755.82,454.67
12.750,1,18.338,4.200,900.000,755.89,454.67
12.767,1,18.383,4.273,900.000,755.96,454.67
12.783,1,18.430,4.347,900.000,756.03,454.67
12.800,1,18.477,4.424,900.000,756.10,454.67
12.817,1,18.525,4.502,900.000,756.18,454.67
12.833,1,18.574,4.583,900.000,756.26,454.67
12.850,1,18.624,4.666,900.000,756.33,454.67
12.867,1,18.675,4.751,900.000,756.41,454.67
12.883,1,18.727,4.839,900.000,756.49,454.67
12.900,1,18.780,4.929,900.000,756.57,454.67
12.917,1,18.834,5.022,900.000,756.66,454.67
12.933,1,18.889,5.118,900.000,756.74,454.67
12.950,1,18.945,5.216,900.000,756.83,454.67
12.967,1,19.003,5.317,900.000,756.92,454.67
12.983,1,19.061,5.422,900.000,757.01,454.67
13.000,1,19.121,5.530,900.000,757.10,454.67
13.017,1,19.183,5.641,900.000,757.20,454.67
13.033,1,19.245,5.755,900.000,757.29,454.67
13.050,1,19.309,5.874,900.000,757.39,454.67
13.067,1,19.374,5.996,900.000,757.49,454.67
13.083,1,19.441,6.123,900.000,757.59,454.67
13.100,1,19.509,6.254,900.000,757.70,454.67
13.117,1,19.579,6.390,900.000,757.80,454.67
13.133,1,19.651,6.530,900.000,757.91,454.67
13.150,1,19.724,6.676,900.000,758.02,454.67
13.167,1,19.799,6.827,900.000,758.14,454.67
13.183,1,19.876,6.983,900.000,758.25,454.67
13.200,1,19.955,7.146,900.000,758.37,454.67
13.217,1,20.036,7.316,900.000,758.49,454.67
13.233,1,20.119,7.492,900.000,758.62,454.67
13.250,1,20.204,7.675,900.000,758.75,454.67
13.267,1,20.291,7.866,900.000,758.88,454.67
13.283,1,20.381,8.066,900.000,759.01,454.67
13.300,1,20.473,8.274,900.000,759.15,454.67
13.317,1,20.568,8.492,900.000,759.29,454.67
13.333,1,20.666,8.720,900.000,759.44,454.67
13.350,1,20.766,8.959,900.000,759.59,454.67
13.367,1,20.869,9.210,900.000,759.74,454.67
13.383,1,20.976,9.473,900.000,759.90,454.67
13.400,1,21.086,9.750,900.000,760.06,454.67
13.417,1,21.199,10.042,900.000,760.23,454.67
13.433,1,21.317,10.350,900.000,760.40,454.67
13.450,1,21.438,10.675,900.000,760.58,454.67
13.467,1,21.563,11.020,900.000,760.76,454.67
13.483,1,21.693,11.385,900.000,760.95,454.67
13.500,1,21.828,11.773,900.000,761.15,454.67
13.517,1,21.967,12.187,900.000,761.35,454.67
13.533,1,22.112,12.628,900.000,761.56,454.67
13.550,1,22.263,13.100,900.000,761.78,454.67
13.567,1,22.421,13.607,900.000,762.01,454.67
13.583,1,22.584,14.152,900.000,762.24,454.67
13.600,1,22.756,14.740,900.000,762.49,454.67
13.617,1,22.935,15.377,900.000,762.74,454.67
13.633,1,23.122,16.069,900.000,763.01,454.67
13.650,1,23.320,16.824,900.000,763.29,454.67
13.667,1,23.527,17.651,900.000,763.59,454.67
13.683,1,23.746,18.561,900.000,763.90,454.67
13.700,1,23.978,19.568,900.000,764.22,454.67
13.717,1,24.223,20.689,900.000,764.57,454.67
13.733,1,24.485,21.945,900.000,764.93,454.67
13.750,1,24.765,23.361,900.000,765.32,454.67
13.767,1,25.065,24.972,900.000,765.74,454.67
13.783,1,25.388,26.820,900.000,766.18,454.67
13.800,1,25.740,28.963,900.000,766.67,454.67
13.817,1,26.123,31.476,900.000,767.19,454.67
13.833,1,26.545,34.464,900.000,767.77,454.67
13.850,1,27.014,38.071,900.000,768.40,454.67
13.867,1,27.541,42.506,900.000,769.11,454.67
13.883,1,28.140,48.077,900.000,769.91,454.67
13.900,1,28.834,55.257,900.000,770.83,454.67
13.917,1,29.655,64.797,900.000,771.91,454.67
13.933,1,30.651,77.960,900.000,773.21,454.67
13.950,1,31.852,92.960,900.000,774.76,454.67
13.967,1,33.262,107.960,900.000,776.56,454.67
13.983,1,34.889,122.960,900.000,778.61,454.67
14.000,1,36.737,137.960,900.000,780.91,454.67
14.017,1,38.814,152.960,900.000,783.46,454.67
14.033,1,41.126,167.960,900.000,786.26,454.67
14.050,1,42.953,182.960,900.000,789.31,454.67
14.067,1,43.821,197.960,900.000,792.61,454.67
14.083,1,44.755,212.960,900.000,796.16,454.67
14.100,1,45.755,227.960,900.000,799.95,454.67
14.117,1,46.807,240.000,900.000,803.95,454.67
14.133,1,47.860,240.000,900.000,807.95,454.67
14.150,1,48.912,240.000,900.000,811.95,454.67
14.167,1,49.965,240.000,900.000,815.95,454.67
14.183,1,51.017,240.000,900.000,819.95,454.67
14.200,1,52.070,240.000,900.000,823.95,454.67
14.217,1,53.122,240.000,900.000,827.95,454.67
14.233,1,54.175,240.000,900.000,831.95,454.67
14.250,1,52.046,240.000,900.000,835.95,454.67
14.267,1,48.046,240.000,900.000,839.95,454.67
14.283,1,44.046,240.000,900.000,843.95,454.67
14.300,1,40.046,240.000,900.000,847.95,454.67
14.317,1,36.046,240.000,900.000,851.95,454.67
14.333,1,32.049,240.000,900.000,855.95,454.50
14.350,1,28.063,240.000,900.000,859.94,454.17
14.367,1,24.591,210.487,900.000,863.41,453.66
14.383,1,22.372,136.302,900.000,865.63,453.18
14.400,1,21.281,68.928,900.000,866.72,452.82
14.417,1,20.824,31.402,900.000,867.18,452.56
14.433,1,20.647,15.871,900.000,867.35,452.37
14.450,1,20.580,10.846,900.000,867.42,452.20
14.467,1,20.555,9.448,900.000,867.45,452.05
14.483,1,20.546,9.027,900.000,867.45,451.89
14.500,1,20.542,8.879,900.000,867.46,451.75
14.517,1,20.541,8.823,900.000,867.46,451.60
14.533,1,20.541,8.800,900.000,867.46,451.45
14.550,1,20.540,8.791,900.000,867.46,451.31
14.567,1,20.540,8.788,900.000,867.46,451.16
14.583,1,20.540,8.786,900.000,867.46,451.01
14.600,1,20.540,8.786,900.000,867.46,450.87
14.617,1,20.540,8.785,900.000,867.46,450.72
14.633,1,20.540,8.785,900.000,867.46,450.57
14.650,1,20.540,8.785,900.000,867.46,450.43
14.667,1,20.540,8.785,900.000,867.46,450.28
14.683,1,20.540,8.785,900.000,867.46,450.14
14.700,1,20.540,8.785,900.000,867.46,449.99
14.717,1,20.540,8.785,900.000,867.46,449.84
14.733,1,20.540,8.785,900.000,867.46,449.70
14.750,1,20.540,8.785,900.000,867.46,449.55
14.767,1,20.540,8.785,900.000,867.46,449.40
14.783,1,20.540,8.785,900.000,867.46,449.26
14.800,1,20.540,8.785,900.000,867.46,449.11
14.817,1,20.540,8.785,900.000,867.46,448.96
14.833,1,20.540,8.785,900.000,867.46,448.82
14.850,1,20.540,8.785,900.000,867.46,448.67
14.867,1,20.540,8.785,900.000,867.46,448.52
14.883,1,20.540,8.785,900.000,867.46,448.38
14.900,1,20.540,8.785,900.000,867.46,448.23
14.917,1,20.540,8.785,900.000,867.46,448.09
14.933,1,20.540,8.785,900.000,867.46,447.94
14.950,1,20.540,8.785,900.000,867.46,447.79
14.967,1,20.540,8.785,900.000,867.46,447.65
14.983,1,20.540,8.785,900.000,867.46,447.50
15.000,1,20.540,8.785,900.000,867.46,447.35
15.017,1,20.540,8.785,900.000,867.46,447.21
15.033,1,20.540,8.785,900.000,867.46,447.06
15.050,1,20.540,8.785,900.000,867.46,446.91
15.067,1,20.540,8.785,900.000,867.46,446.77
15.083,1,20.540,8.785,900.000,867.46,446.62
15.100,1,20.540,8.785,900.000,867.46,446.47
15.117,1,20.540,8.785,900.000,867.46,446.33
15.133,1,20.540,8.785,900.000,867.46,446.18
15.150,1,20.540,8.785,900.000,867.46,446.04
15.167,1,20.540,8.785,900.000,867.46,445.89
15.183,1,20.540,8.785,900.000,867.46,445.74
15.200,1,20.540,8.785,900.000,867.46,445.60
15.217,1,20.540,8.785,900.000,867.46,445.45
15.233,1,20.540,8.785,900.000,867.46,445.30
15.250,1,20.540,8.785,900.000,867.46,445.16
15.267,1,20.540,8.785,900.000,867.46,445.01
15.283,1,20.540,8.785,900.000,867.46,444.86
15.300,1,20.540,8.785,900.000,867.46,444.72
15.317,1,20.540,8.785,900.000,867.46,444.57
15.333,1,20.540,8.785,900.000,867.46,444.42
15.350,1,20.540,8.785,900.000,867.46,444.28
15.367,1,20.540,8.785,900.000,867.46,444.13
15.383,1,20.540,8.785,900.000,867.46,443.99
15.400,1,20.540,8.785,900.000,867.46,443.84
15.417,1,20.540,8.785,900.000,867.46,443.69
15.433,1,20.540,8.785,900.000,867.46,443.55
15.450,1,20.540,8.785,900.000,867.46,443.40
15.467,1,20.540,8.785,900.000,867.46,443.25
15.483,1,20.540,8.785,900.000,867.46,443.11
15.500,1,20.540,8.785,900.000,867.46,442.96
15.517,1,20.540,8.785,900.000,867.46,442.81
15.533,1,20.540,8.785,900.000,867.46,442.67
15.550,1,20.540,8.785,900.000,867.46,442.52
15.567,1,20.540,8.785,900.000,867.46,442.37
15.583,1,20.540,8.785,900.000,867.46,442.23
15.600,1,20.540,8.785,900.000,867.46,442.08
15.617,1,20.540,8.785,900.000,867.46,441.94
15.633,1,20.540,8.785,900.000,867.46,441.79
15.650,1,20.540,8.785,900.000,867.46,441.64
15.667,1,20.540,8.785,900.000,867.46,441.50
15.683,1,20.540,8.785,900.000,867.46,441.35
15.700,1,20.540,8.785,900.000,867.46,441.20
15.717,1,20.540,8.785,900.000,867.46,441.06
15.733,1,20.540,8.785,900.000,867.46,440.91
15.750,1,20.540,8.785,900.000,867.46,440.76
15.767,1,20.540,8.785,900.000,867.46,440.62
15.783,1,20.540,8.785,900.000,867.46,440.47
15.800,1,20.540,8.785,900.000,867.46,440.32
15.817,1,20.540,8.785,900.000,867.46,440.18
15.833,1,20.540,8.785,900.000,867.46,440.03
15.850,1,20.540,8.785,900.000,867.46,439.89
15.867,1,20.540,8.785,900.000,867.46,439.74
15.883,1,20.540,8.785,900.000,867.46,439.59
15.900,1,20.540,8.785,900.000,867.46,439.45
15.917,1,20.540,8.785,900.000,867.46,439.30
15.933,1,20.540,8.785,900.000,867.46,439.15
15.950,1,20.540,8.785,900.000,867.46,439.01
15.967,1,20.540,8.785,900.000,867.46,438.86
15.983,1,20.540,8.785,900.000,867.46,438.71
16.000,1,20.540,8.785,900.000,867.46,438.57
16.017,1,20.540,8.785,900.000,867.46,438.42
16.033,1,20.540,8.785,900.000,867.46,438.28
16.050,1,20.540,8.785,900.000,867.46,438.13
16.067,1,20.540,8.785,900.000,867.46,437.98
16.083,1,20.540,8.785,900.000,867.46,437.84
16.100,1,20.540,8.785,900.000,867.46,437.69
16.117,1,20.540,8.785,900.000,867.46,437.54
16.133,1,20.540,8.785,900.000,867.46,437.40
16.150,1,20.540,8.785,900.000,867.46,437.25
16.167,1,20.540,8.785,900.000,867.46,437.10
16.183,1,20.540,8.785,900.000,867.46,436.96
16.200,1,20.540,8.785,900.000,867.46,436.81
16.217,1,20.540,8.785,900.000,867.46,436.66
16.233,1,20.540,8.785,900.000,867.46,436.52
16.250,1,20.540,8.785,900.000,867.46,436.37
16.267,1,20.540,8.785,900.000,867.46,436.23
16.283,1,20.540,8.785,900.000,867.46,436.08
16.300,1,20.540,8.785,900.000,867.46,435.93
16.317,1,20.540,8.785,900.000,867.46,435.79
16.333,1,20.540,8.785,900.000,867.46,435.64
16.350,1,20.540,8.785,900.000,867.46,435.49
16.367,1,20.540,8.785,900.000,867.46,435.35
16.383,1,20.540,8.785,900.000,867.46,435.20
16.400,1,20.540,8.785,900.000,867.46,435.05
16.417,1,20.540,8.785,900.000,867.46,434.91
16.433,1,20.540,8.785,900.000,867.46,434.76
16.450,1,20.540,8.785,900.000,867.46,434.61
16.467,1,20.540,8.785,900.000,867.46,434.47
16.483,1,20.540,8.785,900.000,867.46,434.32
16.500,1,20.540,8.785,900.000,867.46,434.18
16.517,1,20.540,8.785,900.000,867.46,434.03
16.533,1,20.540,8.785,900.000,867.46,433.88
16.550,1,20.540,8.785,900.000,867.46,433.74
16.567,1,20.540,8.785,900.000,867.46,433.59
16.583,1,20.540,8.785,900.000,867.46,433.44
16.600,1,20.540,8.785,900.000,867.46,433.30
16.617,1,20.540,8.785,900.000,867.46,433.15
16.633,1,20.540,8.785,900.000,867.46,433.00
16.650,1,20.540,8.785,900.000,867.46,432.86
16.667,1,20.540,8.785,900.000,867.46,432.71
16.683,1,20.540,2.985,0.000,867.46,432.66
16.700,1,20.540,1.014,0.000,867.46,432.64
16.717,1,20.540,0.345,0.000,867.46,432.64
16.733,1,20.540,0.117,0.000,867.46,432.64
16.750,1,20.540,0.040,0.000,867.46,432.64
16.767,1,20.540,0.014,0.000,867.46,432.64
16.783,1,20.540,0.005,0.000,867.46,432.64
16.800,1,20.540,0.002,0.000,867.46,432.64
16.817,1,20.633,5.540,900.000,867.37,432.64
16.833,1,20.761,7.713,900.000,867.24,432.64
16.850,1,20.907,8.724,900.000,867.09,432.64
16.867,1,21.062,9.342,900.000,866.94,432.64
16.883,1,21.226,9.838,900.000,866.77,432.64
16.900,1,21.398,10.310,900.000,866.60,432.64
16.917,1,21.578,10.796,900.000,866.42,432.64
16.933,1,21.767,11.313,900.000,866.23,432.64
16.950,1,21.964,11.870,900.000,866.04,432.64
16.967,1,22.172,12.476,900.000,865.83,432.64
16.983,1,22.391,13.138,900.000,865.61,432.64
17.000,1,22.622,13.865,900.000,865.38,432.64
17.017,1,22.867,14.668,900.000,865.13,432.64
17.033,1,23.126,15.560,900.000,864.87,432.64
17.050,1,23.402,16.556,900.000,864.60,432.64
17.067,1,23.697,17.676,900.000,864.30,432.64
17.083,1,24.013,18.945,900.000,863.99,432.64
17.100,1,24.352,20.395,900.000,863.65,432.64
17.117,1,24.720,22.069,900.000,863.28,432.64
17.133,1,25.121,24.021,900.000,862.88,432.64
17.150,1,25.559,26.328,900.000,862.44,432.64
17.167,1,26.044,29.094,900.000,861.96,432.64
17.183,1,26.585,32.466,900.000,861.41,432.64
17.200,1,27.196,36.661,900.000,860.80,432.64
17.217,1,27.897,42.005,900.000,860.10,432.64
17.233,1,28.713,49.011,900.000,859.29,432.64
17.250,1,29.689,58.521,900.000,858.31,432.64
17.267,1,30.889,71.995,900.000,857.11,432.64
17.283,1,32.339,86.995,900.000,855.66,432.64
17.300,1,34.039,101.995,900.000,853.96,432.64
17.317,1,35.988,116.995,900.000,852.01,432.64
17.333,1,38.188,131.995,900.000,849.81,432.64
17.350,1,40.638,146.995,900.000,847.36,432.64
17.367,1,43.338,161.995,900.000,844.66,432.64
17.383,1,46.288,176.995,900.000,841.71,432.64
17.400,1,49.488,191.995,900.000,838.51,432.64
17.417,1,52.938,206.995,900.000,835.06,432.64
17.433,1,56.638,221.995,900.000,831.36,432.64
17.450,1,60.588,236.995,900.000,827.41,432.64
17.467,1,64.588,240.000,900.000,823.41,432.64
17.483,1,63.130,240.000,900.000,819.41,432.64
17.500,1,59.239,240.000,900.000,815.41,432.64
17.517,1,55.356,240.000,900.000,811.41,432.64
17.533,1,51.483,240.000,900.000,807.41,432.64
17.550,1,47.622,240.000,900.000,803.41,432.64
17.567,1,43.774,240.000,900.000,799.41,432.64
17.583,1,39.940,240.000,900.000,795.41,432.64
17.600,1,36.123,240.000,900.000,791.41,432.64
17.617,1,32.326,240.000,900.000,787.41,432.64
17.633,1,28.852,220.800,0.000,783.73,432.64
17.650,1,25.919,187.595,0.000,780.61,432.64
17.667,1,23.964,125.628,0.000,778.51,432.64
17.683,1,22.893,69.069,0.000,777.36,432.64
17.700,1,22.376,33.437,0.000,776.80,432.64
